"ID-Q","Questions"
"Q6369","okay_confirm (okay) when_diagnosed (how long ago were you diagnosed)"
"Q6370","describe_felt (how did you feel in that moment)"
"Q6371","yeah_downer (yeah) why_seek_help (what got you to seek help)"
"Q6372","downer (okay) therapy_going (do you still go to therapy now)"
"Q6373","okay_confirm (okay)"
"Q6374","wild_laughter3 ((laughter))"
"Q6375","therapy_changes (what sort of changes have you noticed since youve been going to therapy)"
"Q6376","right2 (right)"
"Q6377","feel_lately (how have you been feeling lately)"
"Q6378","yeah3 (yeah) good_job (it can be tough to find a good job these days)"
"Q6379","happy_lasttime (tell me about the last time you felt really happy)"
"Q6380","uh_huh (uh huh) (what are you most proud of in your life)"
"Q6381","hard_decision (how did you decide to do that)"
"Q6382","awesome (awesome) ideal_weekendC (tell me how you spend your ideal weekend)"
"Q6383","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me) bye (goodbye)"
"Q6384","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q6385","okay_confirm (okay)how_doingV (so how are you doing today)"
"Q6386","thats_good (thats good) where_originally (where are you from originally)"
"Q6387","when_LA (when did you move to l_a)"
"Q6388","often_backB (how often do you go back to your hometown)"
"Q6389","compares_LA (how does it compare to l_a)"
"Q6390","wild_laughter3 ((laughter)) why_LA (why did you move to l_a)"
"Q6391","uh_huh (uh huh)"
"Q6392","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q6393","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q6394","travel_changed (what do you enjoy about traveling)"
"Q6395","travel_trips (id love to hear about one of your trips)"
"Q6396","memorableB (whats one of your most memorable experiences)"
"Q6397","awesome (awesome)"
"Q6398","study (what did you study at school)"
"Q6399","still_working_on_X (are you still working in that)"
"Q6400","yeah3 (yeah) change_directions (what made you decide to do that)"
"Q6401","back_later (lets come back to that later)"
"Q6402","job_virtually (i love my job you could almost say its virtually made for me whats your dream job)"
"Q6403","okay_confirm (okay) family_relationship (tell me about your relationship with your family)"
"Q6404","thats_good (thats good)"
"Q6405","describe_felt (how did you feel in that moment)"
"Q6406","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q6407","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q6408","uh_huh (uh huh)"
"Q6409","control_temper (how are you at controlling your temper)"
"Q6410","last_argument (when was the last time you argued with someone and what was it about)"
"Q6411","tell_about_that (can you tell me about that)"
"Q6412","yeah_downer (yeah) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q6413","uh_huh (uh huh) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q6414","change_directions (what made you decide to do that)"
"Q6415","great_situation (that sounds like a great situation)"
"Q6416","easy_sleep (how easy is it for you to get a good nights sleep)"
"Q6417","trigger (are they triggered by something)"
"Q6418","difficult (how hard is that)"
"Q6419","isee_downer (i see) feel_lately (how have you been feeling lately)"
"Q6420","im_sorry (im sorry)"
"Q6421","depression_diagnosed (have you been diagnosed with depression)"
"Q6422","when_diagnosed (how long ago were you diagnosed)"
"Q6423","why_seek_help (what got you to seek help)"
"Q6424","feel_down (do you feel down)"
"Q6425","therapy_going (do you still go to therapy now)"
"Q6426","stop_going (why did you stop) stop_going (why did you stop)"
"Q6427","therapy_useful (do you feel like therapy is useful)"
"Q6428","happy_lasttime (tell me about the last time you felt really happy)"
"Q6429","Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q6430","regret (is there anything you regret)"
"Q6431","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q6432","ideal_weekendC (tell me how you spend your ideal weekend)"
"Q6433","okay_confirm (okay)  (what are you most proud of in your life)"
"Q6434","thats_great (thats great)"
"Q6435","asked_everything (okay i think i have asked everything i need to)"
"Q6436","appreciate_open (thanks for sharing your thoughts with me)"
"Q6437","bye (goodbye)"
"Q6438","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q6439","how_doingV (so how are you doing today)"
"Q6440","thats_good (thats good)where_originally (where are you from originally)"
"Q6441","really (really)like_about_LA (what are some things you really like about l_a)"
"Q6442","dont_like_LA (what are some things you dont really like about l_a)"
"Q6443","see_mean (i see what you mean)"
"Q6444","travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q6445","why2 (why)"
"Q6446","study (what did you study at school)"
"Q6447","hard_decision (how did you decide to do that)"
"Q6448","still_doing_X (are you still doing that)"
"Q6449","job_virtually (i love my job you could almost say its virtually made for me whats your dream job)"
"Q6450","difficult (how hard is that)"
"Q6451","why2 (why)"
"Q6452","understand (i understand)shyoutgoing (do you consider yourself more shy or outgoing)"
"Q6453","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q6454","what_do_when_annoyed (what do you do when you are annoyed)"
"Q6455","okay_confirm (okay)control_temper (how are you at controlling your temper)"
"Q6456","thats_good (thats good)last_argument (when was the last time you argued with someone and what was it about)"
"Q6457","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q6458","yeah_downer (yeah)describe_felt (how did you feel in that moment)"
"Q6459","yeah_downer (yeah)been_hard (that sounds really hard)"
"Q6460","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q6461","tell_about_that (can you tell me about that)"
"Q6462","feelguilty (whats something you feel guilty about)"
"Q6463","bouts_symptoms (when was the last time that happened)"
"Q6464","family_relationship (tell me about your relationship with your family)"
"Q6465","yeah_downer (yeah)easy_sleep (how easy is it for you to get a good nights sleep)"
"Q6466","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q6467","feel_lately (how have you been feeling lately)"
"Q6468","yeah_downer (yeah)depression_diagnosed (have you been diagnosed with depression)"
"Q6469","when_diagnosed (how long ago were you diagnosed)"
"Q6470","why_seek_help (what got you to seek help)"
"Q6471","therapy_going (do you still go to therapy now)"
"Q6472","stop_going (why did you stop)"
"Q6473","therapist_affect (how has seeing a therapist affected you)"
"Q6474","disturbing_thoughts (do you have disturbing thoughts)"
"Q6475","happy_lasttime (tell me about the last time you felt really happy)"
"Q6476","thats_great (thats great)ideal_weekendC (tell me how you spend your ideal weekend)"
"Q6477","travel_changed (what do you enjoy about traveling)"
"Q6478","awesome (awesome)"
"Q6479","travel_trips (id love to hear about one of your trips)"
"Q6480","wow (wow)"
"Q6481","memorableB (whats one of your most memorable experiences)"
"Q6482","mind (whatever comes to your mind)"
"Q6483","yeah_downer (yeah)self_change (what are some things you wish you could change about yourself)"
"Q6484","BF_describe (how would your best friend describe you)"
"Q6485","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q6486","regret (is there anything you regret)"
"Q6487","right2 (right)(what are you most proud of in your life)"
"Q6488","okay_confirm (okay)(tell me about something you did recently that you really enjoyed)"
"Q6489","cool3 (cool)asked_everything (okay i think i have asked everything i need to)(thanks for sharing your thoughts with me)"
"Q6490","IntroV4Confirmation (hi i''m ellie thanks for coming in today i was created to talk to people in a safe and secure environment i''m not a therapist but i''m here to learn about people and would love to learn about you i''ll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)'"
"Q6491","okay_confirm (okay)how_doingV (so how are you doing today)'"
"Q6492","thats_good (that''s good)where_originally (where are you from originally)'"
"Q6493","really (really)'"
"Q6494","when_LA (when did you move to l_a)'"
"Q6495","long_time (that''s a long time)'"
"Q6496","often_backB (how often do you go back to your hometown)'"
"Q6497","thats_good (that''s good)compares_LA (how does it compare to l_a)'"
"Q6498","why_LA (why did you move to l_a)'"
"Q6499","still_doing_X (are you still doing that)'"
"Q6500","difficult (how hard is that)'"
"Q6501","change_directions (what made you decide to do that)'"
"Q6502","cool3 (cool) adapted_LA (how easy was it for you to get used to living in l_a)'"
"Q6503","like_about_LA (what are some things you really like about l_a)'"
"Q6504","yeah3 (yeah) dont_like_LA (what are some things you don''t really like about l_a)'"
"Q6505","see_mean (i see what you mean) travel_shoes (i''m sure you can tell by my shoes i''m not much of a world explorer do you travel a lot)'"
